资料编号,文件标题,发布日期,文号,适用地区,来源类型,有效状态,质量状态,政策工具,约束机制,激励机制,适用主体,市场环节,价格机制,交易品种,结算机制,考核机制,低碳目标,规划场景,投资影响,商业模式影响,风险约束,证据摘录,抽取方法,人工复核状态,更新时间
AUTO-20260427-3B4DEB2D95,浙江能源监管办 省发展改革委 省能源局关于印发《浙江电力现货市场规则》的通知,2024-04-08,浙监能市场〔2024〕4号,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场,上网电价;输配电价;分时电价;市场形成价格;容量价格;辅助服务价格;偏差价格,中长期交易;现货交易;辅助服务交易;容量交易;需求响应;跨省跨区交易,电费结算;偏差结算;辅助服务结算;分摊机制;周期结算,偏差考核;信用评价;信息披露考核,绿色低碳;能源安全,新型电力系统;储能;电网规划;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;辅助服务收益,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,浙江能源监管办 省发展改革委 省能源局关于印发《浙江电力现货市场规则》的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电力市场; | 现货 现货 浙江能源监管办 省发展改革委 省能源局关于印发《浙江电力现货市场规则》的通知 2024-04-08 浙监能市场〔2024〕4 号 各市发展改革委（能源局），国网浙江省电力有限公司，浙江省 能源集团有限公司、华能（浙江）能源开发有限公司、国家能源 集团浙江电力有限公司、中国华电集团有限公司浙江分公司、中 国大唐集团有限公司浙江分公司、国家电投集团浙 | 现印发给你 管理，我们组织制定了《浙江电力现货市场规则》。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-D808C3C69B,浙江能源监管办关于征求《关于做好浙江省长三角“两个细则”结算试运行有关事项的通知（征求意见稿）》意见的函,2025-06-30,浙发改价格〔2024〕21号,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场,分时电价;市场形成价格;辅助服务价格;偏差价格,辅助服务交易;需求响应;跨省跨区交易,电费结算;偏差结算;辅助服务结算;分摊机制;周期结算,运行考核;偏差考核;信息披露考核,双碳目标,新型电力系统;源网荷储;储能;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;辅助服务收益;园区微电网,偏差风险;并网消纳风险;政策状态风险;合规监管风险,浙江能源监管办关于征求《关于做好浙江省长三角“两个细则”结算试运行有关事项的通知（征求意见稿）》意见的函 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 计量结算 结算 浙江能源监管办关于征求《关于做好浙江省长三角“两个细则”结算试运行有关事项的通知（征求... 2025-06-30 浙江能源监管办关于征求《关于做好浙江省长三角“两个细则 | 35 千伏及以上的地县级并 网主体，参照新版两个细则继续开展模拟试运行，具备条件后按 网主体，参照新版两个细则继续开展模拟试运行，具备条件后按 规定开展结算试运行，具体实施时间和适用条款，由国网浙江省 电力有限公司电力调度控制中心（以下简称“电力调度机构” ） 报我办同意后开展。 | （一）结算试运行期间，电力负荷峰、腰、谷时段分别按照 二、相关参数确定 根据电力调度机构报送情况： ―4― （一）结算试运行期间，电力负荷峰、腰、谷时段分别按照 浙江省发展改革委发布的浙江省工商业峰谷分时电价政策中的 高峰（含尖峰） 、平段、低谷（含深谷）时段相应确定。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-0B5231DDC9,关于公开征求《四川电力辅助服务市场交易实施细则（征求意见稿）》意见的通知,2025-08-20,,四川,监管规则,征求意见,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场,输配电价;分时电价;市场形成价格;容量价格;辅助服务价格;偏差价格,现货交易;辅助服务交易;容量交易;需求响应,电费结算;辅助服务结算;分摊机制;周期结算,运行考核;信息披露考核,绿色低碳;能源安全,新型电力系统;微电网;储能;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于公开征求《四川电力辅助服务市场交易实施细则（征求意见稿）》意见的通知 国家能源局四川监管办公室 国家能源局四川监管办公室 四川 监管规则 辅助服务 实施细则; | 辅助服务 关于公开征求《四川电力辅助服务市场交易实施细则（征求意见稿）》意见的通知 2025-08-20； | OCR文本待人工复核 --- 第 1 页 OCR --- 国家能源局四川监管办公室 四川省发展和改革委员会 四川省能源局 川监能市场函〔2025］81号 关于公开征求《四川电力辅助服务市场交易 实施细则（征求意见稿）》意见的通知 实施细则（征求意见稿）》意见的通知 国网西南分部、国网四川省电力公司，四川电力交易中心，有关 地方电网企业，有关经营主体： 为推动,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-AD1ACA65D0,关于公开征求《四川电力市场中长期交易规则（2024年修订版）补充修订条款》意见的通知,2025-11-25,,四川,监管规则,征求意见,机器抽取,命令控制;市场机制;信息披露;监管执法,准入条件;信息约束,,电网企业;发电企业;售电公司;电力用户;交易机构,发电;输配电;售电;用电;调度运行;现货市场;中长期市场,,中长期交易,,,,,,,政策状态风险;合规监管风险,关于公开征求《四川电力市场中长期交易规则（2024年修订版）补充修订条款》意见的通知 国家能源局四川监管办公室 国家能源局四川监管办公室 四川 监管规则 电力市场; | 中长期 关于公开征求《四川电力市场中长期交易规则（2024年修订版）补充修订条款》意见的通知 2025-11-25 关于公开征求《四川电力市场中长期交易规则（2024年修订版）补充修订条款》意见的通知_国家能源局四川监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于公开征求《四川电力市场中长期交易规则（2024年 | 如有意见建议，请于2025年11月25日前书面反馈。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-04351EFDD0,关于印发2026年浙江省电力中长期交易合同示范文本的通知,2025-12-12,,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;分时电价;市场形成价格;辅助服务价格;偏差价格,中长期交易;绿电交易;辅助服务交易,电费结算;偏差结算;辅助服务结算;分摊机制;周期结算,偏差考核,新能源消纳,储能;电网规划,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,绿电消费;辅助服务收益,偏差风险;并网消纳风险;合规监管风险,关于印发2026年浙江省电力中长期交易合同示范文本的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 中长期 中长期 关于印发2026年浙江省电力中长期交易合同示范文本的通知 2025-12-12； | OCR文本待人工复核 关于印发2026年浙江省电力中长期交易合同示范文本的通知_国家能源局浙江监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于印发2026年浙江省电力中长期交易合同示范文本的通知 2025-12-12 16:09 来源：浙江监管办管理员 字体： 关于印发2026年浙江省电力中长期交易合同示范文本 | 为提高工作效率，三方可以签署承诺书，承诺接受电力交易 机构发布的交易结果，承诺遵守本合同明确的三方权利义务，不 再另行签署三方合同。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-E623436BEE,浙江能源监管办关于贯彻落实《电力市场信息披露基本规则》有关事项的通知,2025-12-20,浙监能市场〔2025〕13号,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,输配电价;分时电价;市场形成价格;容量价格;辅助服务价格;偏差价格,中长期交易;现货交易;绿电交易;辅助服务交易;需求响应;跨省跨区交易,电费结算;偏差结算;辅助服务结算;分摊机制;周期结算,偏差考核;信息披露考核,,储能;电网规划,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;绿电消费;辅助服务收益,偏差风险;并网消纳风险;合规监管风险,浙江能源监管办关于贯彻落实《电力市场信息披露基本规则》有关事项的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电力市场 电力市场 浙江能源监管办关于贯彻落实《电力市场信息披露基本规则》有关事项的通知 2025-12-20 浙江能源监管办关于贯彻落实《电力市场信息披露基本规则》有关事项的通知 浙江能源监管办关于贯彻落实《电力市场信息 | 批发用户未按《供用电合同》规定的时间足额 缴纳电费的户数、总金额等 每月 5 个工作日内 公开 5.21 需求响应执行情 5.21 需求响应执行情 需求响应执行时段、计划响应负荷、实际有效响应负荷、响 应参与用户数等 地方政府发布后 5 个工作日内 公开 ―8― 编号 信息名称 信息内容 披露时间或周期 披露范围 备注 5.22 电力用户历史用 5.22 电 | 无零售 合同关系的需经电 力用户授权同意后 方可获取 六、市场运营机构 5.23 市场化用户总用 电实际曲线 全体工商业用户每个交易时段的实际总电量 运行日后 3 日内 特定 市场运营机构应获 六、市场运营机构 编号 信息名称 信息内容 披露时间或周期 披露范围 提供方 备注 6.1 交易机构基本信 6.1 交易机构基本信 机构全称、 工商注册时间、 股权结,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-3CBC11905B,关于印发《电力市场规则体系（V16.0）》的通知,2025-12-29,晋能源电力发〔2025〕260号,山西,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;分时电价;市场形成价格;偏差价格,中长期交易;现货交易;绿电交易;辅助服务交易;跨省跨区交易,电费结算;分摊机制,信用评价;信息披露考核,,源网荷储;微电网;储能;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,规则体系 山西省能源局 国家能源局山西监管办公室关于印发《电力市场规则体系（V16.0）》的通知 山西省能源局 国家能源局 山西省人民政府 切換到繁體 无障碍浏览 首 页 政务公开 政务服务 机关党建 互动交流 政府信息公开 法定主动公开目录 最新文件 标 题： 山西省能源局 国家能源局山西监管办公室关于印发《电力市场规则体系（V16.0）》的通知 发文字号 | 山西省能源局 国家能源局山西监管办公室 《电力市场规则体系（V16.0）》.pdf 《电力市场规则体系（V16.0）》.pdf 关联文件 公共服务 山西省煤炭经营监督管理系统 各市能源局网站 太原市能源局网站 大同市能源局网站 朔州市能源局网站 忻州市能源局网站 阳泉市能源局网站 晋中市能源局网站 吕梁市能源局网站 长治市能源局网站 晋城市能源局网站 临汾市 | 原《电力市场准入与退出 管理实施细则》调整为《电力市场注册实施细则》；,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-8B8776AC2F,关于印发《推动绿电直连项目有序建设实施方案》的通知,2025-12-29,晋能源规发〔2025〕259号,山西,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;现货市场;绿电绿证,分时电价,绿电交易,分摊机制,,双碳目标;新能源消纳,源网荷储;储能;虚拟电厂,收益机制明确;并网条件影响;市场风险暴露;项目准入影响,自发自用余电上网;聚合交易;绿电消费;园区微电网,偏差风险;并网消纳风险;合规监管风险,关于印发《推动绿电直连项目有序建设实施方案》的通知 山西省能源局 山西省能源局-政策文件检索电力 山西 官方政策 绿电 绿电 山西省能源局关于印发《推动绿电直连项目有序建设实施方案》的通知 山西省能源局关于印发《推动绿电直连项目有序建设实施方案》的通知 山西省能源局 国家能源局 山西省人民政府 切換到繁體 无障碍浏览 首 页 政务公开 政务服务 机关党建 互 | 《推动绿电直连项目有序建设实施方案》 《推动绿电直连项目有序建设实施方案》 为深入贯彻习近平总书记对山西工作的重要讲话重要指示精神，更好推动能源转型、产业升级和适度多元发展，探索创新新能源生产和消费融合发展模式，促进新能源就近就地消纳，更好满足企业绿色用能需求，根据《国家发展改革委 国家能源局关于有序推动绿电直连发展有关事项的通知》（发改能源〔2025〕65 | （一）适用范围 一、总体要求 （一）适用范围 绿电直连是指风电、太阳能发电、生物质发电等新能源不直接接入公共电网，通过直连线路向单一电力用户供给绿电，可实现供给电量清晰物理溯源的模式。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-1188644239,关于印发《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》的通知,2025-12-30,,江苏,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;试点示范,电网企业;发电企业;新能源企业;储能企业;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场,输配电价;市场形成价格;容量价格;偏差价格,辅助服务交易;需求响应,电费结算;偏差结算,运行考核;偏差考核;信息披露考核,,新型电力系统;源网荷储;储能;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;辅助服务收益;园区微电网,偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于印发《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》的通知 国家能源局江苏监管办公室 国家能源局江苏监管办公室-通知 江苏 监管规则 辅助服务 实施细则; | 辅助服务 关于印发《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》的通知 2025-12-30 关于印发《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》的通知_国家能源局江苏监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于印发《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理 | 《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》.pdf 《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》.pdf 国家能源局江苏监管办公室 2025年12月30日 扫一扫在手机打开当前页 地址: 南京市中山路268号汇杰广场21楼 邮编:210008 京公网安备 11010202007691 网站标识码: bm6200001,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-D4EAEA6B13,关于征求四川电力中长期市场实施细则有关意见的函,2026-02-11,,四川,监管规则,现行有效,机器抽取,命令控制;市场机制;信息披露;监管执法,准入条件;信息约束,试点示范,,现货市场;中长期市场,,,,,,,,,政策状态风险;合规监管风险,关于征求四川电力中长期市场实施细则有关意见的函 国家能源局四川监管办公室 国家能源局四川监管办公室 四川 监管规则 中长期 实施细则; | 中长期 关于征求四川电力中长期市场实施细则有关意见的函 2026-02-11 关于征求四川电力中长期市场实施细则有关意见的函 关于征求四川电力中长期市场实施细则有关意见的函_国家能源局四川监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于征求四川电力中长期市场实施细则有关意见的函 2026-02-11 18:15 | 欢迎有关单位和个人提出宝贵意见，于 2026 日前发送至 scnyjgbsc@163.com ，并请注明单位、姓名及联系方式。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-3A34896615,关于开展江苏售电企业电力市场交易规则执行情况专项监管工作的通知,2018-09-29,,江苏,监管规则,现行有效,机器抽取,命令控制;市场机制;信息披露;监管执法,准入条件;履约约束;信息约束,,售电公司;电力用户;交易机构,售电;用电;现货市场;中长期市场,,中长期交易,,,,,市场风险暴露;项目准入影响,,偏差风险;政策状态风险;合规监管风险,关于开展江苏售电企业电力市场交易规则执行情况专项监管工作的通知 国家能源局江苏监管办公室 国家能源局江苏监管办公室-通知 江苏 监管规则 电力市场 电力市场; | 交易规则 关于开展江苏售电企业电力市场交易规则执行情况专项监管工作的通知 2018-09-29 关于开展江苏售电企业电力市场交易规则执行情况专项监管工作的通知 关于开展江苏售电企业电力市场交易规则执行情况专项监管工作的通知_国家能源局江苏监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于开展江苏售电企业电力市场交 | 现将有关事项通知如下： 2.准入条件保持情况：售电企业规范开展注册情况，售电规模与资产总额匹配情况，注册信息发生变化后及时向交易机构办理变更情况等。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-22A1964B41,关于印发《江苏省分布式发电市场化交易规则（试行）》的通知,2019-12-09,,江苏,监管规则,试行,机器抽取,命令控制;市场机制;规划引导;信息披露;监管执法,信息约束,试点示范,售电公司;电力用户;交易机构,发电;售电;用电;中长期市场,,中长期交易,,,,,市场风险暴露;项目准入影响,,政策状态风险;合规监管风险,关于印发《江苏省分布式发电市场化交易规则（试行）》的通知 国家能源局江苏监管办公室 国家能源局江苏监管办公室-通知 江苏 监管规则 电力市场 交易规则; | 市场化交易 关于印发《江苏省分布式发电市场化交易规则（试行）》的通知 2019-12-09 关于印发《江苏省分布式发电市场化交易规则（试行）》的通知 关于印发《江苏省分布式发电市场化交易规则（试行）》的通知_国家能源局江苏监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于印发《江苏省分布式发电市场化交易规则（试行 | 江苏省分布式发电市场化交易规则（试行）.doc 江苏省分布式发电市场化交易规则（试行）.doc 国家能源局江苏监管办公室 江苏省发展改革委 2019年12月9日 扫一扫在手机打开当前页 地址: 南京市中山路268号汇杰广场21楼 邮编:210008 京公网安备 11010202007691 网站标识码: bm62000019号 京ICP备11044902号,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-9F3288D69E,关于印发《江苏省电力中长期交易规则》的通知,2021-02-03,,江苏,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;分时电价;市场形成价格;容量价格;辅助服务价格;偏差价格,中长期交易;绿电交易;辅助服务交易;跨省跨区交易,电费结算;偏差结算;辅助服务结算;分摊机制;周期结算,偏差考核;信息披露考核,新能源消纳,微电网;储能;电网规划,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于印发《江苏省电力中长期交易规则》的通知 国家能源局江苏监管办公室 国家能源局江苏监管办公室-通知 江苏 监管规则 中长期 交易规则; | 中长期 关于印发《江苏省电力中长期交易规则》的通知 2021-02-03 关于印发《江苏省电力中长期交易规则》的通知 关于印发《江苏省电力中长期交易规则》的通知_国家能源局江苏监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于印发《江苏省电力中长期交易规则》的通知 2021-02-03 16:40 来源：江苏能源 | 江苏省电力中长期交易规则.pdf 江苏省电力中长期交易规则.pdf 国家能源局江苏监管办公室 江苏省发展和改革委员会 2021年1月6日 扫一扫在手机打开当前页 地址: 南京市中山路268号汇杰广场21楼 邮编:210008 京公网安备 11010202007691 网站标识码: bm62000019号 京ICP备11044902号 第一条 为规范江苏电力中,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-DD7C4546BF,关于征求《华东区域跨省电力中长期交易规则（修订稿）》意见的函,2022-05-27,浙监能便函〔2022〕116号,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,上网电价;输配电价;分时电价;市场形成价格;辅助服务价格;偏差价格,中长期交易;绿电交易;辅助服务交易;跨省跨区交易,电费结算;偏差结算;辅助服务结算;分摊机制,运行考核;偏差考核;信用评价;信息披露考核,新能源消纳;能源安全,新型电力系统;源网荷储;微电网;储能;电网规划,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;合规监管风险,关于征求《华东区域跨省电力中长期交易规则（修订稿）》意见的函 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 中长期 交易规则; | 跨省 关于征求《华东区域跨省电力中长期交易规则（修订稿）》意见的函 2022-05-27 关于征求《华东区域跨省电力中长期交易规则（修订稿）》意见的函 关于征求《华东区域跨省电力中长期交易规则（修订稿）》意见的函_国家能源局浙江监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 关于征求《华东区域跨省电力中长期交易规则 | 第二条 本规则适用华东区域跨省电力中长期交易。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-FB654119A3,关于印发《新疆电力中长期市场实施细则》的通知,2023-01-04,,新疆,监管规则,现行有效,机器抽取,命令控制;市场机制;信息披露;监管执法,信息约束,,发电企业;售电公司;电力用户;交易机构,发电;售电;用电;中长期市场,,中长期交易,,,,,,,合规监管风险,关于印发《新疆电力中长期市场实施细则》的通知 国家能源局新疆监管办公室 国家能源局新疆监管办公室 新疆 监管规则 中长期 实施细则; | 中长期 关于印发《新疆电力中长期市场实施细则》的通知 2023-01-04； | OCR文本待人工复核 关于印发《新疆电力中长期市场实施细则》的通知.pdf 关于印发《新疆电力中长期市场实施细则》的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 2023-01-04 11:07 来源： 字体： 关于印发《新疆电力中长期市场实施细则》的通知.pdf 新疆电力中长期交易实施细则.doc 新疆电力中长期交易实施细则.,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-C4E6EA0484,关于印发山西省电力市场化交易专项整治工作方案的通知,2023-10-20,晋能源电力发〔2023〕262号,山西,官方政策,现行有效,机器抽取,市场机制;信息披露,准入条件;信息约束,,交易机构,,,,,,,,市场风险暴露,,,关于印发山西省电力市场化交易专项整治工作方案的通知 山西省能源局 山西省能源局-政策文件检索电力 山西 官方政策 电力市场 电力市场; | 市场化交易 山西省能源局关于印发山西省电力市场化交易专项整治工作方案的通知 山西省能源局关于印发山西省电力市场化交易专项整治工作方案的通知 山西省能源局 国家能源局 山西省人民政府 切換到繁體 无障碍浏览 首 页 政务公开 政务服务 机关党建 互动交流 政府信息公开 法定主动公开目录 最新文件 标 题： 山西省能源局关于印发山西省电力市场化交易专项整治工作方 | 附件： 《山西省电力市场化交易专项整治工作方案》.docx (此件主动公开) 关联文件 公共服务 山西省煤炭经营监督管理系统 各市能源局网站 太原市能源局网站 大同市能源局网站 朔州市能源局网站 忻州市能源局网站 阳泉市能源局网站 晋中市能源局网站 吕梁市能源局网站 长治市能源局网站 晋城市能源局网站 临汾市能源局网站 运城市能源局网站 能源行业相关网站 国,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-C3DDFE1C05,关于山西电力现货市场由试运行转正式运行的通知,2023-12-22,晋能源电力发〔2023〕320号,山西,官方政策,现行有效,机器抽取,命令控制;市场机制;信息披露;监管执法,准入条件;履约约束;信息约束,试点示范,交易机构,发电;售电;用电;调度运行;现货市场,,,,信用评价;信息披露考核,,,市场风险暴露;项目准入影响,,价格波动;合规监管风险,关于山西电力现货市场由试运行转正式运行的通知 山西省能源局 山西省能源局-政策文件检索电力 山西 官方政策 现货 现货 山西省能源局国家能源局山西监管办公室关于山西电力现货市场由试运行转正式运行的通知 山西省能源局 国家能源局 山西省人民政府 切換到繁體 无障碍浏览 首 页 政务公开 政务服务 机关党建 互动交流 政府信息公开 法定主动公开目录 最新文件 标 | 的检验， 运行平稳有序 截至目前 ，我省 电力现货市场已连续运行 023 月，我们 电规总院对我省电力现货市场进行评估。 | 评估意见认为， 山西电力现货市场建设领跑全国，取得了显著成效，市场规则体系健全；,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260427-A5A96B278D,关于印发电力市场规则体系（V14.0）的通知,2024-01-24,晋能源规〔2024〕1号,山西,官方政策,现行有效,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,输配电价;分时电价;市场形成价格;容量价格;偏差价格,中长期交易;现货交易;绿电交易;辅助服务交易;容量交易;跨省跨区交易,电费结算;偏差结算;分摊机制,偏差考核;信用评价;信息披露考核,能源安全,源网荷储;储能;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;绿电消费;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,关于印发电力市场规则体系（V14.0）的通知 山西省能源局 山西省能源局-政策文件检索电力 山西 官方政策 电力市场 电力市场; | 规则体系 山西省能源局国家能源局山西监管办公室关于印发电力市场规则体系（V14.0）的通知 山西省能源局 国家能源局 山西省人民政府 切換到繁體 无障碍浏览 首 页 政务公开 政务服务 机关党建 互动交流 政府信息公开 法定主动公开目录 规范性文件 标 题： 山西省能源局 国家能源局山西监管办公室关于印发电力市场规则体系 （V14.0）的通知 发文字号： 晋 | 山西省能源局、山西能源监管办根据市场运行情况依职责开展规则修订工作。,规则词典_v1,待人工复核,2026-05-05 01:24:21
