切片编号,资料编号,切片序号,文件标题,发布机构,采集来源机构,发布日期,文号,适用地区,市场主题,来源类型,权威等级,有效状态,时间权重等级,检索权重,切片类型,章节标题,正文片段,字符数,原文链接,本地文本路径,向量入库状态
CHUNK-AUTO-20260425-E98D78E2BB-0098-B3443B8A,AUTO-20260425-E98D78E2BB,98,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.7,"6.4
交易收费标准
6.5
业务标准规范
负荷预测方法和流程
及时更新
电力调度机构
6.6
辅助服务需求计算方法
6.7
电网安全校核规范",71,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0099-FB6972EC,AUTO-20260425-E98D78E2BB,99,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.11,"6.8
市场经营主体注册流程
制定后及时披露
省间、省内
电力交易机构
6.9
争议解决流程
制定后及时披露
6.10
电力市场服务指南
6.11
数据通讯格式规范",82,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0100-4F3E7750,AUTO-20260425-E98D78E2BB,100,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.14,"6.12
信用信息
经政府同意的市场经营主体电力交易信用信息
6.13
售电公司违约情况
发生后及时披露
6.14
电力市场运行情况
截至上一年底各类市场经营主体注册情况，上一年度交易结算总量、均价情况",101,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0101-B94FE8D3,AUTO-20260425-E98D78E2BB,101,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.17,"6.15
退市市场经营主体名单
强制或自愿退出且公示生效后的市场经营主体名单
及时更新
6.16
市场结构情况
HHI
Top-m
6.17
市场暂停、中止、重新启动等情况
电力调度机构电力交易机构",99,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0102-0F6DD131,AUTO-20260425-E98D78E2BB,102,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.18,"6.18
市场信息披露报告
市场信息披露报告，包括电网概况、电力供需及预测情况、市场准入、市场交易、市场结算、市场建设、违规情况、市场干预情况等
季、月
交易机构牵头编制报告，其他信息披露主体提供相关信息",102,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0103-A1BC48AE,AUTO-20260425-E98D78E2BB,103,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.19,"6.19
违规行为通报及市场干预情况
经国家能源局派出机构或者地方政府电力管理部门认定的违规行为通报、市场干预情况
收到文件后
个工作日内",69,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0104-04B86878,AUTO-20260425-E98D78E2BB,104,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.21,"6.20
电力现货市场第三方校验报告
按照市场管理委员会要求时间
省间、省内
电力调度机构
6.21
交易机构经审计的收支总体情况
电力交易机构
向市场经营主体收费的电力交易机构披露",91,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0105-A9A2E91E,AUTO-20260425-E98D78E2BB,105,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.24,"6.22
交易日历
多年、年、月、周、多日、日各类交易安排
6.23
电网主要网络通道示意图
500kV
电压等级及以上
6.24
约束信息
发输变电设备投产、退役计划
年、月",88,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0106-D73460BC,AUTO-20260425-E98D78E2BB,106,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.26,"6.25
发输变电设备检修计划
年、月、日
6.26
省间联络线输电可用容量（考虑所有已知影响）
年、月、周
月度分周按峰平谷时段披露，周按交易时间单元披露",78,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0107-C5B6E7BF,AUTO-20260425-E98D78E2BB,107,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.29,"6.27
省内关键输电断面可用容量（考虑所有已知影响）
6.28
必开必停机组名单及总容量
6.29
开停机不满最小约束时间机组名单",66,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0108-B68A0EA8,AUTO-20260425-E98D78E2BB,108,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.33,"6.30
参数信息
市场出清模块算法及运行参数
及时更新
6.31
价格限值
6.32
约束松弛惩罚因子
6.33
节点分配因子
电力调度机构
以每两小时为单位披露，适用于节点边际电价市场",94,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0109-96426034,AUTO-20260425-E98D78E2BB,109,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.36,"6.34
节点分配因子确定方法
及时更新
适用于节点边际电价市场
6.35
节点及分区划分依据和详细数据
6.36
预测信息
系统负荷预测
月最大负荷",75,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0110-61D30119,AUTO-20260425-E98D78E2BB,110,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.40,"6.37
周、日
按交易时间单元披露
6.38
电力电量供需平衡预测
供需形势分析
6.39
按交易时间单元披露供需差额
6.40
各电网电力平衡预测",75,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0111-E050C1D8,AUTO-20260425-E98D78E2BB,111,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.42,"6.41
省间联络线输电曲线预测
日前、日内
6.42
发电总出力预测
省间、省内
按交易时间单元披露，分区边际电价市场需发布分区预测",67,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0112-123D3C09,AUTO-20260425-E98D78E2BB,112,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.46,"6.43
非市场机组总出力预测
6.44
新能源总出力预测
分电源类型按交易时间单元披露
6.45
水电（含抽蓄）总出力预测
6.46
辅助服务需求信息
各类辅助服务需求总量",87,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0113-1ADD7B69,AUTO-20260425-E98D78E2BB,113,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.48,"6.47
具备参与辅助服务市场的机组台数及容量、用户及售电公司个数等
省间、省内
电力调度机构
按交易时间单元披露
6.48
交易公告
包括交易品种、交易主体、交易方式、交易申报时间、交易合同执行开始时间及终止时间、交易参数、出清方式、交易约束信息、交易操作说明、其他准备信息等
交易组织前及时披露
电力交易机构",156,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0114-363AE76A,AUTO-20260425-E98D78E2BB,114,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.49,"6.49
中长期交易申报及成交情况
包括交易参与的主体数量、申报情况、成交的主体数量、成交总量及分电源类型电量、成交均价及分电源类型均价等
交易出清后及时披露",79,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0115-7EF12481,AUTO-20260425-E98D78E2BB,115,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.51,"6.50
中长期交易安全校核及原因
6.51
绿电交易申报及成交情况
包括参与的主体数量、申报电量、成交的主体数量、最终成交总量、成交均价",69,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0116-01F158BB,AUTO-20260425-E98D78E2BB,116,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.52,"6.52
现货市场申报、出清信息
日前、日内平均申报电价，日前、日内各时段出清电量及各类电源电量和台数，日前、日内平均出清电价
出清后及时披露
节点边际电价市场应当披露交易时间单元所有节点的节点边际电价以及各节点边际电价的电能量、阻塞等各分量价格",123,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0117-A10A3A01,AUTO-20260425-E98D78E2BB,117,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.53,"6.53
辅助服务市场申报、出清信息
各类辅助服务市场申报总电量及平均价格，各时段出清电量及各类电源电量和台数、平均中标价格
出清按交易时间单元披露，其他按日披露",81,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0118-5DF044B3,AUTO-20260425-E98D78E2BB,118,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.56,"6.54
日前、实时市场各时段出清的断面约束及阻塞情况
运行结束按交易时间单元披露
适用节点边际电价市场
6.55
省间交易计划
6.56
运行信息
机组状态
运行日次日按交易时间单元披露",94,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0119-30449EB1,AUTO-20260425-E98D78E2BB,119,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.61,"6.57
发电总出力
6.58
非市场机组总出力
6.59
新能源总出力
电力调度机构
6.60
水电（含抽蓄）总出力
省间、省内
6.61
实际负荷",75,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0120-76E39E7B,AUTO-20260425-E98D78E2BB,120,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.66,"6.62
系统备用信息
6.63
重要通道实际输电情况
6.64
实际运行输电断面约束情况
6.65
省间联络线输电情况
6.66
重要线路与变压器平均潮流",78,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0121-27014989,AUTO-20260425-E98D78E2BB,121,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.70,"6.67
发输变电设备投产、退役、检修、改造等计划执行情况
月、日
6.68
重要线路实际停运情况
6.69
发电机组非停情况
6.70
电网负荷总体情况
最高最低负荷和负荷变化情况",91,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0122-EB403E89,AUTO-20260425-E98D78E2BB,122,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.72,"6.71
电力并网运行管理考核和返还明细
各并网主体分考核种类考核费用、返还费用、免考核情况等
6.72
电力辅助服务考核、补偿和分摊明细
各市场经营主体分辅助服务品种的电量
容量、补偿费用、考核费用、分摊比例、分摊费用等",111,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0123-71F4FFE5,AUTO-20260425-E98D78E2BB,123,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.76,"6.73
结算情况
结算总体情况及分类构成情况
电力交易机构
6.74
6.75
绿电交易结算情况
省间、省内
电力交易机构
6.76
省间交易结算情况",76,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0124-BBFA455E,AUTO-20260425-E98D78E2BB,124,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.79,"6.77
不平衡资金构成、分摊和分享情况
不平衡资金分项计列
6.78
偏差考核情况
6.79
售电公司结算总体情况
售电公司代理电量，批发侧、零售侧结算均价
零售侧结算均价不含输配电价及基金附加等",99,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0125-DB434082,AUTO-20260425-E98D78E2BB,125,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.81,"6.80
售电公司履约保障凭证情况
各售电公司履约保障凭证缴纳、执行情况，结合资产总额确定的售电量规模限额
6.81
交易总体情况
年度、月度、月内、现货交易成交均价及电量
中长期交易分电源类型披露",99,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0126-9DC236DE,AUTO-20260425-E98D78E2BB,126,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.83,"6.82
发电机组转商情况
发电机组、独立储能完成整套设备启动试运行时间
及时更新
电力调度机构
6.83
到期未取得电力业务许可证的市场经营主体名单",75,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0127-CF077132,AUTO-20260425-E98D78E2BB,127,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.85,"6.84
市场干预情况原始日志
干预时间、干预主体、干预操作、干预原因
发生后及时披露
电力调度机构电力交易机构
6.85
省间联络线输电容量分配结果
适用于分区边际电价市场",87,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0128-7E013A89,AUTO-20260425-E98D78E2BB,128,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,6.88,"6.86
省间联络线输电容量预留
6.87
平衡市场交易电量、价格
6.88
再调度费用及明细
电力调度机构
相关附件
相关链接
法律声明
新闻资讯
信息发布
市场服务
政策法规
关于我们
党的声音
公司动态
媒体关注
市场研究
最新通知
公示公告
市场培训
服务承诺
常见问题解答
法律法规
政策文件",151,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-E98D78E2BB-0129-47194C23,AUTO-20260425-E98D78E2BB,129,电力市场信息披露基本规则（国能发监管〔2024〕9号）,广州电力交易中心,广州电力交易中心,2025-05-16,国能发监管〔2024〕9号,南方区域,电力市场,交易规则,B,现行有效,24,80,正文,交易规则,"交易规则
业务指引
收费标准
公司简介
组织架构
大事记
招聘信息
监督举报
信访渠道
广州电力交易
中心公众号
交易服务
留言咨询
400-15-95598
交易服务热线
能源监督热线:
12398
12398能源监管热线网站
12398能源监管
热线公众号
热线APP
南方电网安备1514A91LF号 ICP国网安备1514A91LF号
粤ICP备20027641号-2",188,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,03_处理后文本\2025-05-16_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-B21BF48126-0001-074354E9,AUTO-20260425-B21BF48126,1,海南电力市场规则,广州电力交易中心,广州电力交易中心,2025-03-24,,南方区域,电力市场,交易规则,B,现行有效,27,80,正文,,"广州电力交易中心
交易服务热线: 400-15-95598
能源监管热线: 12398
微 信
平台系统
南方区域统一电力交易平台
南方区域现货电能量交易系统
南方区域绿色电力交易系统
新闻资讯
党的声音
公司动态
媒体关注
市场研究
信息发布
最新通知
公示公告
市场服务
市场培训
服务承诺
常见问题解答
政策法规
法律法规
政策文件",169,https://www.gzpec.cn/law/jygz/202505/t20250516_34492.html,03_处理后文本\2025-03-24_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-B21BF48126-0002-A986D9F0,AUTO-20260425-B21BF48126,2,海南电力市场规则,广州电力交易中心,广州电力交易中心,2025-03-24,,南方区域,电力市场,交易规则,B,现行有效,27,80,正文,海南电力市场规则,"交易规则
业务指引
收费标准
关于我们
公司简介
组织架构
大事记
招聘信息
监督举报
信访渠道
海南电力市场规则
信息来源：海南电力交易中心 发布时间：2025-03-24
相关附件
海南交易〔2025〕1号 附件：《海南电力市场保底售电实施方案（2025年版）》-2025-01-07.pdf
海南交易〔2025〕28号 附件1：海南电力市场现货电能量交易实施细则（试运行3.0版）.rar
海南交易〔2024〕30号 附件：《海南电力市场注册管理实施细则（1.0版）》.pdf",241,https://www.gzpec.cn/law/jygz/202505/t20250516_34492.html,03_处理后文本\2025-03-24_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-B21BF48126-0003-24D915C6,AUTO-20260425-B21BF48126,3,海南电力市场规则,广州电力交易中心,广州电力交易中心,2025-03-24,,南方区域,电力市场,交易规则,B,现行有效,27,80,正文,海南电力市场规则,"〔2024〕30号 附件：《海南电力市场注册管理实施细则（1.0版）》.pdf
海南交易〔2024〕74号 附件：《海南电力市场信息披露实施细则（2024年版）》.pdf",85,https://www.gzpec.cn/law/jygz/202505/t20250516_34492.html,03_处理后文本\2025-03-24_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-B21BF48126-0004-B233AF2B,AUTO-20260425-B21BF48126,4,海南电力市场规则,广州电力交易中心,广州电力交易中心,2025-03-24,,南方区域,电力市场,交易规则,B,现行有效,27,80,正文,附件3：《海南电力市场结算实施细则（非现货环境下1.0版）》.pdf,"附件2：《海南电力市场中长期电能量交易实施细则（非现货环境下1.0版）》.pdf
附件3：《海南电力市场结算实施细则（非现货环境下1.0版）》.pdf
相关链接
法律声明
新闻资讯
信息发布
市场服务
政策法规
关于我们
党的声音
公司动态
媒体关注
市场研究
最新通知
公示公告
市场培训
服务承诺
常见问题解答
法律法规
政策文件",167,https://www.gzpec.cn/law/jygz/202505/t20250516_34492.html,03_处理后文本\2025-03-24_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-B21BF48126-0005-47194C23,AUTO-20260425-B21BF48126,5,海南电力市场规则,广州电力交易中心,广州电力交易中心,2025-03-24,,南方区域,电力市场,交易规则,B,现行有效,27,80,正文,交易规则,"交易规则
业务指引
收费标准
公司简介
组织架构
大事记
招聘信息
监督举报
信访渠道
广州电力交易
中心公众号
交易服务
留言咨询
400-15-95598
交易服务热线
能源监督热线:
12398
12398能源监管热线网站
12398能源监管
热线公众号
热线APP
南方电网安备1514A91LF号 ICP国网安备1514A91LF号
粤ICP备20027641号-2",188,https://www.gzpec.cn/law/jygz/202505/t20250516_34492.html,03_处理后文本\2025-03-24_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-F965FCA4C5-0001-074354E9,AUTO-20260425-F965FCA4C5,1,广西电力市场规则,广州电力交易中心,广州电力交易中心,2025-04-28,,南方区域,电力市场,交易规则,B,现行有效,25,80,正文,,"广州电力交易中心
交易服务热线: 400-15-95598
能源监管热线: 12398
微 信
平台系统
南方区域统一电力交易平台
南方区域现货电能量交易系统
南方区域绿色电力交易系统
新闻资讯
党的声音
公司动态
媒体关注
市场研究
信息发布
最新通知
公示公告
市场服务
市场培训
服务承诺
常见问题解答
政策法规
法律法规
政策文件",169,https://www.gzpec.cn/law/jygz/202505/t20250516_34491.html,03_处理后文本\2025-04-28_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-F965FCA4C5-0002-B7A5086E,AUTO-20260425-F965FCA4C5,2,广西电力市场规则,广州电力交易中心,广州电力交易中心,2025-04-28,,南方区域,电力市场,交易规则,B,现行有效,25,80,正文,广西电力市场规则,"交易规则
业务指引
收费标准
关于我们
公司简介
组织架构
大事记
招聘信息
监督举报
信访渠道
广西电力市场规则
信息来源：广西电力交易中心 发布时间：2025-04-28
相关附件
广西壮族自治区能源局 国家能源局南方监管局关于2025年广西电力市场化交易工作有关事项的通知.pdf
广西壮族自治区能源局关于2025年广西电力市场政府授权合约机制有关事项的通知.pdf
广西壮族自治区能源局关于保障2025年电力中长期合同高比例签约履约的通知.pdf
广西壮族自治区能源局关于进一步明确2025年电力市场交易有关事项的通知.pdf",267,https://www.gzpec.cn/law/jygz/202505/t20250516_34491.html,03_处理后文本\2025-04-28_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-F965FCA4C5-0003-042C8C00,AUTO-20260425-F965FCA4C5,3,广西电力市场规则,广州电力交易中心,广州电力交易中心,2025-04-28,,南方区域,电力市场,交易规则,B,现行有效,25,80,正文,广西电力市场规则,"广西壮族自治区能源局关于进一步优化调整低谷电力消纳交易有关事项的通知_盖章件.pdf
关于印发广西电力市场售电公司信用评价管理实施细则（5.0版）的通知.pdf",80,https://www.gzpec.cn/law/jygz/202505/t20250516_34491.html,03_处理后文本\2025-04-28_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
CHUNK-AUTO-20260425-F965FCA4C5-0004-0B20977E,AUTO-20260425-F965FCA4C5,4,广西电力市场规则,广州电力交易中心,广州电力交易中心,2025-04-28,,南方区域,电力市场,交易规则,B,现行有效,25,80,正文,关于印发《广西电力市场履约风险管理实施细则（4.0版）》的通知.pdf,"关于印发《广西电力市场信息披露实施细则》的通知.pdf
关于印发《广西电力市场履约风险管理实施细则（4.0版）》的通知.pdf
关于印发《广西电力市场履约风险管理工作指引》的通知 (2).pdf",97,https://www.gzpec.cn/law/jygz/202505/t20250516_34491.html,03_处理后文本\2025-04-28_南方区域_广州电力交易中心_广州电力交易中心.txt,待入库
