复核优先级,复核原因,建议动作,质量分,地区,来源栏目,发布部门,文件标题,发布日期,命中关键词,文档类型,原文链接,来源列表页
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,四川,四川省发展和改革委员会-通知公告,四川省发展和改革委员会,关于进一步明确地方电网代理购电有关事项的通知（川发改价格〔2022〕90号）,2022-03-07,电网,HTML,https://fgw.sc.gov.cn/sfgw/tzgg/2022/3/7/62fa452c7c3e49e8ae116dee7414ba1a.shtml,https://fgw.sc.gov.cn/sfgw/tzgg/list_40.shtml
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于2018年富余电量输配电价有关问题的通知（川发改价格〔2018〕245号）,2018-06-05,输配电价,HTML,https://fgw.sc.gov.cn/sfgw/zcwj/2018/6/5/47513843662647cb98ab92964f4bcc8d.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_11.shtml
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于印发《四川省生活垃圾焚烧发电中长期专项规划》的通知（川发改环资〔2019〕294号...,2019-06-27,中长期,HTML,https://fgw.sc.gov.cn/sfgw/zcwj/2019/6/27/88b094c2171041bb887d1b9e6894c13b.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_10.shtml
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于明确大数据等相关用电输配电价政策的通知（川发改价格〔2018〕416号）,2018-09-03,输配电价,HTML,https://fgw.sc.gov.cn/sfgw/zcwj/2018/9/3/dc76bae15f1346eaa54f8f86ed4fea70.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_11.shtml
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于调整省属电网电价管理权限有关事项的通知（川发改价格〔2018〕244号）,2018-06-05,电网,HTML,https://fgw.sc.gov.cn/sfgw/zcwj/2018/6/5/98e6e165bf964be2becda7543e30d530.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_12.shtml
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于降低省属电网一般工商业电价有关事项的通知（川发改价格〔2018〕241号）,2018-06-05,电网,HTML,https://fgw.sc.gov.cn/sfgw/zcwj/2018/6/5/856b07cb20394699afb64cf796db3381.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_12.shtml
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局 华北电网公司 市电力公司关于印发2024年天津市统调电厂优先发电...2024-03-20,2024-03-20,电网,HTML,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202403/t20240325_6569339.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_6.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局 华北电网公司 市电力公司关于印发2025年天津市统调电厂优先发电...2025-01-20,2025-01-20,电网,HTML,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202501/t20250120_6839409.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_3.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《迎接建国70周年电力安全生产专项整治行动工作方案》的通知 2019-07-02,2019-07-02,电力安全,HTML,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110399.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_6.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于开展山东省电网安全风险管控专项行动的通知 2013-03-28,2013-03-28,电网,HTML,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110087.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_27.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于明确山东省非电网企业存量配电项目配电区域划分有关事项的通知 2018-01-22,2018-01-22,电网,HTML,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110357.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_9.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于组织开展2012年电网安全专项调研工作的通知 2012-03-30,2012-03-30,电网,HTML,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110040.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_30.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于转发电监会《关于加强电力安全工作防范电网大面积停电的意见》的通知 2013-03-28,2013-03-28,电网;电力安全,HTML,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110091.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_27.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于进一步加强市级电网大面积停电应急工作的通知 2014-07-18,2014-07-18,电网,HTML,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110170.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_22.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,山西,山西省能源局-政策文件检索电力,山西省能源局,山西省人民政府办公厅关于印发山西省进一步推进电力市场建设工作方案的通知,2020-11-09,电力市场,HTML,http://nyj.shanxi.gov.cn/zfxxgk/szfwj/202505/t20250506_9826241.shtml,https://nyj.shanxi.gov.cn/trs-search/trssearch/openSearch/getZwgkList?keywords=%E7%94%B5%E5%8A%9B&pageNum=3&siteId=60&chnId=&dockind=2&position=0&sort=1&suitability=0
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于转发《国家能源局综合司关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的函》的通知05-20,,电网;智能电网,HTML,https://drc.gd.gov.cn/snyj/tzgg/content/post_4713737.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_7.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于转发《智能电网国家科技重大专项管理办公室关于征集2027年度重大研发攻关需求建议的函》的通知04-10,,电网;智能电网,HTML,https://drc.gd.gov.cn/snyj/tzgg/content/post_4881258.html,https://drc.gd.gov.cn/snyj/tzgg/mindex.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,广东,广东省能源局-通知公告,广东省能源局,广东省能源局转发国家能源局综合司关于征集智能电网国家科技重大专项2025年度重大攻关需求建议的通知10-29,,电网;智能电网,HTML,https://drc.gd.gov.cn/snyj/tzgg/content/post_4515619.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_11.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公布2017年8-10月新疆电网“两个细则”考核和补偿结果的通知 2018-08-09,2017-08-10,电网,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116204.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_32.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公布2022年1月、2月新疆电网、天中、吉泉直流配套电源“两个细则” 2022-12-02,2022-12-02,电网,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116563.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_8.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆电力市场信用体系建设工作方案》的通知 2019-10-15,2019-10-15,电力市场,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116330.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_24.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆自治区电力建设工程安全管理备案实施细则》的通知 2018-03-28,2018-03-28,实施细则,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116177.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_34.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于开展电网企业2015年和2016年1-6月电价执行和电费结算情况检查的通知 2016-08-11,2016-01-06,结算;电网,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116043.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_43.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于开展电网企业2016年和2017年1-4月电价执行和电费结算情况检查的通知 2017-06-08,2017-01-04,结算;电网,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116120.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_38.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于开展电网企业2017年和2018年1-5月电价执行和电费结算情况检查的通知 2018-05-14,2018-01-05,结算;电网,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116188.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_33.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于电网企业报送2015年度财务信息的通知(新监能综市场[2016]7号) 2016-02-01,2016-02-01,电网,HTML,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116021.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_44.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,浙江,国家能源局浙江监管办公室-通知公告,国家能源局浙江监管办公室,国家能源局浙江监管办公室关于印发2019年度浙江省部分行业放开中长期电力交易相关合同示范文... 2019-10-21,2019-10-21,电力交易;中长期,HTML,https://zjb.nea.gov.cn/dtyw/tzgg/202309/t20230914_75797.html,https://zjb.nea.gov.cn/dtyw/tzgg/index_9.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家发展改革委办公厅 国家能源局综合司关于开展电力现货市场建设试点工作的通知 2017-09-06,2017-09-06,现货,HTML,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221128.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_39.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家发改委 国家能源局关于做好2021年电力中长期合同签订工作的通知（发改运行〔20... 2021-01-19,2021-01-19,中长期,HTML,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221248.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_20.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局关于印发《电力安全监管约谈办法》的通知 国能发安全〔2018〕79号 2018-12-03,2018-12-03,电力安全,HTML,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221198.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_33.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局福建监管办公室 福建省发展和改革委员会关于完善福建省电力市场中长期交... 2022-02-14,2022-02-14,电力市场;中长期,HTML,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221268.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_14.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,福建省电力安全专家库管理办法（试行） 2024-11-27,2024-11-27,电力安全,HTML,https://fjb.nea.gov.cn/dtyw/tzgg/202411/t20241127_272912.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_5.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于报送2016年度电网企业价格与成本信息的通知 2017-03-28,2017-03-28,电网,HTML,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147492.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_22.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于报送2017年度电网企业价格与成本信息的通知 2018-04-04,2018-04-04,电网,HTML,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147501.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_22.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于印发《贵州省电力工程建设备案管理规定实施细则》的通知 2013-03-26,2013-03-26,实施细则,HTML,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3483.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_47.html
P1,接近自动线的规则/政策类候选,人工核验来源和有效状态后优先回填,50,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于印发《贵州省电力建设工程备案管理实施细则》的通知 2014-05-22,2014-05-22,实施细则,HTML,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3545.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_43.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,上海,上海市经济和信息化委员会-政策法规,上海市经济和信息化委员会,上海市经济信息化委关于建立上海电力供应环境可持续性关键绩效指标体系的通知 为深入推进我市电力供应绿色低碳高质量发展，我委会同国网上海市电力公司组织相关专家研究形成了《上海电力供应环境可持续性关键绩效指标体系（试行）》，按年统计发布。 2024-02-19,2024-02-19,高质量发展;绿色低碳,HTML,https://www.sheitc.sh.gov.cn/jjyx/20240219/2439b3f6b6dc4e9c9264b9786751613c.html,https://www.sheitc.sh.gov.cn/zcfg/index_4.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于实施乌兰察布中金数据低碳算力基地源网荷储一体化项目等4个市场化新能源项目的通知,,源网荷储,HTML,https://nyj.nmg.gov.cn/slh/tz/202404/t20240409_2491156.html,https://nyj.nmg.gov.cn/slh/tz/index_26.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于实施内蒙古宝丰源网荷储市场化新能源项目的通知,,源网荷储,HTML,https://nyj.nmg.gov.cn/slh/tz/202311/t20231116_2411889.html,https://nyj.nmg.gov.cn/slh/tz/index_27.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于实施内蒙古翔福新能源有限责任公司源网荷储一体化项目等10个市场化新能源项目的通知,,源网荷储,HTML,https://nyj.nmg.gov.cn/slh/tz/202312/t20231229_2434573.html,https://nyj.nmg.gov.cn/slh/tz/index_27.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华东区域,国家能源局华东监管局-通知公告,国家能源局派出机构,关于公开征求《华东电力调峰辅助服务市场运营规则（修订稿）... 2023-12-11,2023-12-11,运营规则;辅助服务;调峰,HTML,https://hdj.nea.gov.cn/dtyw/tzgg/202402/t20240209_247776.html,https://hdj.nea.gov.cn/dtyw/tzgg/index_30.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,华东区域,国家能源局华东监管局-通知公告,国家能源局派出机构,华东能源监管局关于印发《长三角省市间富余新能源消纳互济交... 2024-06-14,2024-06-14,新能源消纳,HTML,https://hdj.nea.gov.cn/dtyw/tzgg/202406/t20240625_265070.html,https://hdj.nea.gov.cn/dtyw/tzgg/index_24.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,华中能源监管局关于《江西电力调频辅助服务市场交易规则（征求意见稿）》公开征求... 2022-06-24,2022-06-24,交易规则;辅助服务;调频,HTML,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165587.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_8.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,华中能源监管局关于《湖北电力调频辅助服务市场交易规则（征求意见稿）》公开征求... 2022-06-13,2022-06-13,交易规则;辅助服务;调频,HTML,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165586.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_8.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,华中能源监管局关于《重庆市电力中长期 交易规则（现货）（征求意见稿）》公开征求... 2022-11-04,2022-11-04,交易规则;中长期;现货,HTML,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165599.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_7.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,华中能源监管局关于《重庆电力调频辅助服务市场交易规则（征求意见稿）》公开征求... 2022-06-28,2022-06-28,交易规则;辅助服务;调频,HTML,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165588.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_8.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于公开征求京津唐电网电力中长期交易规则意见的公告 2020-09-30,2020-09-30,交易规则;中长期;电网,HTML,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120288.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_26.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于公开征求河北南部电网电力中长期交易规则意见的公告 2020-09-30,2020-09-30,交易规则;中长期;电网,HTML,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120289.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_26.html
P2,公告/公示类，需确认是否为规则正文或仅为过程信息,人工确认正文性质后再入库,54,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于华北电力调峰辅助服务市场2019年运行情况的公告 2019-06-14,2019-06-14,辅助服务;调峰,HTML,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120234.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_30.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于开展河北南网第三方独立主体参与电力调峰辅助服务市场试点工作... 2020-11-30,2020-11-30,辅助服务;调峰,HTML,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120297.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_25.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于征求《第三方独立主体参与华北电力调峰辅助服务市场试点方案（... 2019-11-15,2019-11-15,辅助服务;调峰,HTML,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120257.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_28.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于征求并网主体并网运行管理规定和电力系统辅助服务管理办法意见... 2021-09-06,2021-09-06,辅助服务,HTML,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120323.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_24.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,2023年1月海南电力并网运行考核和辅助服务补偿费用单 2023-06-02,2023-06-02,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245873.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_16.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,2023年2月海南电力并网运行考核和辅助服务补偿费用单 2023-06-02,2023-06-02,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245872.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_16.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,2023年3月海南电力并网运行考核和辅助服务补偿费用单 2023-07-05,2023-07-05,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245881.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_16.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于公开征求《南方区域电力备用辅助服务 市场交易规则（征求意见稿）》意见的公告 2022-02-07,2022-02-07,交易规则;辅助服务;备用,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245731.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_26.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于公开征求《南方（以广东起步）电力现货市场省间送电偏差处理办法（征求意见稿... 2022-05-26,2022-05-26,现货;省间,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245768.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_24.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于公开征求《广西电力中长期交易规则 （征求意见稿）》意见的通知 2021-09-24,2021-09-24,交易规则;中长期,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245693.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_29.html
P2,征求意见类，需确认是否已有正式稿,人工确认有效状态后再入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于公开征求《海南电力中长期交易规则 （征求意见稿）》意见的通知 2022-01-12,2022-01-12,交易规则;中长期,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245725.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_26.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于加强南方区域新型储能发展应用监管工作的通知 2022-02-24,2022-02-24,新型储能,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245736.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_26.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于印发《2022年南方区域电力市场监管工作要点》的通知 2022-03-03,2022-03-03,电力市场;市场监管,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245741.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_25.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2020年11月并网运行考核及辅助服务补偿结果的通知 2021-01-15,2021-01-15,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245635.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_33.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2020年12月并网运行考核及辅助服务补偿结果的通知 2021-02-08,2021-02-08,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245640.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_32.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2021年1-2月并网运行考核及辅助服务补偿结果的通知 2021-04-12,2021-01-02,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245645.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_32.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2021年10月并网运行考核及辅助服务补偿结果的通知 2021-12-16,2021-12-16,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245717.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_27.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2021年3月并网运行考核及辅助服务补偿结果的通知 2021-06-09,2021-06-09,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245652.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_31.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2021年4月并网运行考核及辅助服务补偿结果的通知 2021-06-24,2021-06-24,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245659.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_31.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2021年5月并网运行考核及辅助服务补偿结果的通知 2021-07-13,2021-07-13,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245674.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_30.html
P2,接近自动线但主题需确认,人工核验后决定是否入库,54,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于发布南网总调直调电厂2021年6月并网运行考核及辅助服务补偿结果的通知 2021-08-17,2021-08-17,辅助服务,HTML,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245685.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_29.html
