抓取日期,来源编号,来源层级,地区,来源栏目,发布部门,文件标题,发布日期,命中关键词,原文链接,来源列表页
2026-04-27,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知10-28,,电力市场,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_4.html
2026-04-27,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知09-30,,结算;新能源,https://drc.gd.gov.cn/snyj/tzgg/content/post_4781135.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_4.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,广东电力市场规则,,电力市场,https://www.gzpec.cn/law/jygz/202505/t20250516_34490.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,广东交易〔2024〕79号 关于发布广东电力市场配套实施细则（2024年修订）的通知,,电力市场,https://www.gzpec.cn/law/jygz/202502/t20250214_34017.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-MU-004,直辖市,天津,天津市发展和改革委员会-政策法规,天津市发展和改革委员会,天津市深化新能源上网电价市场化改革实施方案.docx,,新能源,https://fzgg.tj.gov.cn/zwgk_47325/zcfg_47338/zcwjx/fgwj/202510/W020251022356486089649.docx,https://fzgg.tj.gov.cn/zwgk_47325/zcfg_47338/
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,国家发展改革委、国家能源局关于印发《电力中长期交易基本规则》的通知,,中长期,https://www.gzpec.cn/law/jygz/202505/t20250516_34493.html,https://www.gzpec.cn/law/jygz/index_2.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,可再生能源绿色电力证书核发和交易规则,,交易规则,https://www.gzpec.cn/law/jygz/202502/t20250226_34101.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,发改能源规〔2025〕411号_国家发展改革委 国家能源局关于印发《电力辅助服务市场基本规则》的通知,,辅助服务,https://www.gzpec.cn/law/jygz/202504/t20250424_34448.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,发改能源规〔2023〕1217号 《电力现货市场基本规则（试行）》,,现货,https://www.gzpec.cn/law/jygz/202502/t20250226_34120.html,https://www.gzpec.cn/law/jygz/index_2.html
2026-04-27,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于印发《内蒙古自治区单一电力用户绿电直连项目开发建设实施方案（试行）》的通知,,绿电,https://nyj.nmg.gov.cn/slh/tz/202601/t20260115_2848788.html,https://nyj.nmg.gov.cn/slh/tz/index_2.html
2026-04-27,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于公开征求《内蒙古电力多边交易市场规则体系2026年修订版(征求意见稿)》《蒙东电力市场规则体系2026年修订版(征求意见稿)》意见建议的公告,,电力市场,https://nyj.nmg.gov.cn/slh/tz/202602/t20260214_2863478.html,https://nyj.nmg.gov.cn/slh/tz/index_1.html
2026-04-27,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于做好2026年内蒙古电力多边交易市场中长期交易有关事宜的通知,,中长期,https://nyj.nmg.gov.cn/slh/tz/202512/t20251230_2843227.html,https://nyj.nmg.gov.cn/slh/tz/index_2.html
2026-04-27,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于做好2026年内蒙古东部电力交易市场中长期交易有关事宜的通知,,中长期,https://nyj.nmg.gov.cn/slh/tz/202512/t20251230_2843236.html,https://nyj.nmg.gov.cn/slh/tz/index_2.html
2026-04-27,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区发展改革委 能源局关于印发《深化蒙西电网新能源上网电价市场化改革实施方案》的通知,,新能源,https://nyj.nmg.gov.cn/slh/tz/202601/t20260109_2847060.html,https://nyj.nmg.gov.cn/slh/tz/index_2.html
2026-04-27,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区发展改革委 能源局关于印发《深化蒙东电网新能源上网电价市场化改革实施方案》的通知,,新能源,https://nyj.nmg.gov.cn/slh/tz/202601/t20260109_2847080.html,https://nyj.nmg.gov.cn/slh/tz/index_2.html
2026-04-27,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于进一步做好我市电力现货市场限价相关事项的通知,,现货,http://fgw.sh.gov.cn/fgw_jggl/20260211/35cf80d1b101492dacbad5a6c9504c6b.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_2.html
2026-04-27,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于调整我市煤电容量电价有关事项的通知,,容量电价,http://fgw.sh.gov.cn/fgw_jggl/20251224/68a86b82ba89475eb9b57f3b6d88be02.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_3.html
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于深化新能源上网电价市场化改革 促进新能源高质量发展的通知(发改价格〔2025〕136号),,新能源,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202502/t20250209_1396066.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_2.html
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于有序推动绿电直连发展有关事项的通知(发改能源〔2025〕650号),,绿电,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202505/t20250530_1398138.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_2.html
2026-04-27,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于明确我市应急备用煤电机组容量电价有关事项的通知,,容量电价,http://fgw.sh.gov.cn/fgw_jggl/20251117/ebc8f3ed4221492ca1dec080bae71d18.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_4.html
2026-04-27,SRC-N-002,国家级,全国,国家发展改革委-规范性文件,国家发展改革委,关于推进电力源网荷储一体化和多能互补发展的指导意见(发改能源规〔2021〕280号),,源网荷储,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202103/t20210305_1269046.html,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/index_3.html
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于建立全国统一电力市场评价制度的通知(发改办体改〔2025〕1032号),,电力市场,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251217_1402475.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于完善发电侧容量电价机制的通知(发改价格〔2026〕114号),,容量电价,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202601/t20260130_1403524.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于完善价格机制促进新能源发电就近消纳的通知(发改价格〔2025〕1192号),,新能源,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202509/t20250912_1400444.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,关于印发南方区域电力市场配套实施细则的通知,,电力市场,https://www.gzpec.cn/law/jygz/202502/t20250214_34019.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-N-002,国家级,全国,国家发展改革委-规范性文件,国家发展改革委,关于印发《电力辅助服务市场基本规则》的通知(发改能源规〔2025〕411号),,辅助服务,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202504/t20250429_1397483.html,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于印发《电力现货连续运行地区市场建设指引》的通知(发改能源〔2025〕1171号),,现货,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202509/t20250912_1400454.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_1.html
2026-04-27,SRC-N-002,国家级,全国,国家发展改革委-规范性文件,国家发展改革委,关于印发《电力现货市场基本规则（试行）》的通知(发改能源规〔2023〕1217号),,现货,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202309/t20230915_1360625.html,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/index_2.html
2026-04-27,SRC-N-002,国家级,全国,国家发展改革委-规范性文件,国家发展改革委,关于印发《电力市场计量结算基本规则》的通知(发改能源规〔2025〕976号),,电力市场;计量结算;结算,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202508/t20250806_1399686.html,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/
2026-04-27,SRC-N-002,国家级,全国,国家发展改革委-规范性文件,国家发展改革委,关于印发《电力中长期市场基本规则》的通知(发改能源规〔2025〕1656号),,中长期,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202512/t20251226_1402666.html,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,关于印发《南方区域跨区跨省电力中长期交易规则》的通知,,交易规则;中长期,https://www.gzpec.cn/law/jygz/202502/t20250226_34119.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,关于印发《南方区域绿色电力交易规则（试行）》的通知,,交易规则,https://www.gzpec.cn/law/jygz/202502/t20250226_34121.html,https://www.gzpec.cn/law/jygz/index_2.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,关于印发《南方区域电力市场中长期电能量交易实施细则》等5项实施细则的通知,,电力市场;中长期,https://www.gzpec.cn/law/jygz/202506/t20250624_34712.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,关于南方区域电力市场全月结算试运行市场监管有关事项,,电力市场;结算,https://www.gzpec.cn/law/jygz/202502/t20250214_34022.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,关于公开征求《内蒙古自治区绿电直连项目开发建设实施方案（试行）》意见的公告,,绿电,https://nyj.nmg.gov.cn/slh/tz/202511/t20251119_2820339.html,https://nyj.nmg.gov.cn/slh/tz/index_4.html
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于全面加快电力现货市场建设工作的通知(发改办体改〔2025〕394号),,现货,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202504/t20250429_1397488.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_2.html
2026-04-27,SRC-N-002,国家级,全国,国家发展改革委-规范性文件,国家发展改革委,关于做好电力现货市场试点连续试结算相关工作的通知(发改办能源规〔2020〕245号),,现货;结算,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202004/t20200403_1225133.html,https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/index_4.html
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于修订省间电力现货交易规则的复函(发改办体改〔2026〕275号),,交易规则;现货;省间,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260424_1404861.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于促进新能源消纳和调控的指导意见(发改能源〔2025〕1360号),,新能源,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202511/t20251110_1401469.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_1.html
2026-04-27,SRC-N-001,国家级,全国,国家发展改革委-政策通知,国家发展改革委,关于优化集中式新能源发电企业市场报价的通知(试行)(发改能源〔2025〕1476号),,新能源,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202512/t20251211_1402340.html,https://www.ndrc.gov.cn/xxgk/zcfb/tz/
2026-04-27,SRC-MU-007,直辖市,上海,上海市发展和改革委员会-政策文件,上海市发展和改革委员会,关于上海市2025年度新能源增量项目机制电价竞价结果的通知,,新能源,http://fgw.sh.gov.cn/fgw_jggl/20251203/fe1be03f19b8401a8e2c765b1477c39c.html,https://fgw.sh.gov.cn/fgw_zcwjfl/index_4.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,云南电力市场规则,,电力市场,https://www.gzpec.cn/law/jygz/202502/t20250214_34021.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-MU-001,直辖市,北京,北京市发展和改革委员会-政策文件,北京市发展和改革委员会,[现行有效] 北京市发展和改革委员会关于公开征集市政府固定资产投资支持新能源供热项目的通知,,新能源,https://fgw.beijing.gov.cn/fgwzwgk/2024zcwj/bwqtwj/202603/t20260309_4552994.htm,https://fgw.beijing.gov.cn/fgwzwgk/2024zcwj/
